RespondentID,Study,Age,Sex,EBRIQ01,EBRIQ02,EBRIQ03,EBRIQ04,EBRIQ05,EBRIQ06,EBRIQ07,SUIS01,SUIS02,SUIS03,SUIS04,SUIS05,SUIS06,SUIS07,SUIS08,SUIS09,SUIS10,SUIS11,SUIS12,PSIQ01,PSIQ02,PSIQ03,PSIQ04,PSIQ05,PSIQ06,PSIQ07,PSIQ08,PSIQ09,PSIQ10,PSIQ11,PSIQ12,PSIQ13,PSIQ14,PSIQ15,PSIQ16,PSIQ17,PSIQ18,PSIQ19,PSIQ20,PSIQ21,PSIQ22,PSIQ23,PSIQ24,PSIQ25,PSIQ26,PSIQ27,PSIQ28,PSIQ29,PSIQ30,PSIQ31,PSIQ32,PSIQ33,PSIQ34,PSIQ35
1311633743,1,52.3,Female,2,2,4,3,3,3,3,4,2,3,5,,1,5,1,3,5,5,5,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1301266127,1,27,Female,4,4,3,3,1,1,2,1,2,5,3,4,2,5,4,3,4,4,5,11,11,11,11,11,11,11,11,11,11,10,11,11,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11
1314024821,1,37.3,Female,3,2,2,2,2,2,2,1,2,5,2,5,1,5,3,3,3,4,4,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1321700947,1,25.6,Female,2,2,4,3,3,3,3,5,3,4,4,4,2,3,3,3,2,1,1,10,9,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1302540972,1,49.4,Female,1,1,1,1,1,1,1,2,1,5,3,5,1,1,1,1,5,1,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9
1287486691,1,19.9,Female,2,2,4,3,2,4,4,3,2,4,4,5,2,3,4,4,4,5,5,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,10,11
1305337224,1,35.2,Female,1,1,1,1,1,1,1,3,2,4,4,4,3,5,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10
1287037790,1,24.7,Female,4,3,4,3,3,4,4,3,4,5,5,5,3,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,9,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1317604167,1,26.8,Female,2,1,2,1,1,1,1,3,4,3,5,5,3,5,5,4,4,3,4,11,11,11,11,11,10,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
1302560081,1,58.6,Female,4,3,4,3,3,4,3,3,2,4,2,4,2,3,3,3,5,4,4,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,10,10,10,11,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9
1312679986,1,30.9,Female,4,2,5,3,3,4,2,4,5,5,5,5,1,5,3,5,5,4,5,10,11,11,11,11,11,11,11,11,11,10,10,10,10,10,11,11,11,11,11,10,10,10,9,11,11,11,10,11,11,11,11,9,11,11
1294497877,1,46.9,Male,1,1,2,2,2,1,2,4,4,5,4,5,1,3,3,4,5,3,4,10,9,9,10,10,9,9,9,9,10,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,8,8,9,7
1286824827,1,22.3,Female,3,3,4,4,4,4,3,3,3,5,5,4,2,2,4,3,4,2,2,11,9,10,11,10,11,10,11,10,10,10,10,11,11,11,9,11,11,11,9,11,10,11,11,11,11,10,11,10,11,11,11,10,11,11
1295433062,1,18.7,Female,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,9,8,8,9,9,8,9,8,8,8,9,9,9,9,9,8,7,9,9,8,9,9,9,8,9,9,8,9,9,9,8,9,9,11,9
1301221599,1,54.8,Male,1,3,1,2,3,2,3,3,5,3,5,5,1,5,2,5,5,5,5,11,11,11,11,10,11,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,8,11,10
1312570093,1,55.8,Female,1,1,1,1,1,1,1,1,5,3,5,5,1,5,3,1,5,1,1,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,9,11
1339290924,1,38.9,Female,3,3,4,3,4,3,4,5,4,5,5,5,2,5,2,3,3,2,1,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,9,11,11,10,10,11,11,11,11,11,11,11,10,10,11,10,9,9,9,10
1301635692,1,35,Female,2,2,3,3,2,3,3,3,3,5,5,3,1,1,5,3,3,3,3,10,8,9,10,8,8,9,9,8,9,8,9,8,8,7,8,9,8,7,8,8,9,9,9,9,9,8,8,9,9,9,9,9,9,9
1314557486,1,46.6,Female,2,2,3,3,2,2,3,2,5,5,5,5,3,1,5,5,5,5,5,8,10,10,9,10,10,10,10,8,10,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,11,9,11,9,11
1298469873,1,21.4,Female,2,3,2,2,3,2,2,1,2,5,5,5,1,5,5,5,5,5,5,11,11,10,11,11,10,9,11,10,10,11,10,11,11,11,9,11,11,11,10,10,9,11,11,11,11,11,11,10,10,11,11,9,11,11
1301830307,1,42.3,Female,3,3,4,4,4,3,3,4,3,5,4,5,2,4,4,5,5,4,4,11,11,11,9,11,11,11,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,8,11,11,11,11,11,11
1311703784,1,43.1,Female,2,3,4,2,2,3,3,4,2,4,2,2,2,2,2,2,2,1,4,8,9,9,9,9,9,9,8,7,9,9,9,8,7,8,8,8,9,10,9,9,9,9,9,9,10,8,9,10,9,8,8,9,8,9
1293579046,1,19.5,Female,2,2,4,3,4,3,4,4,4,4,5,5,4,4,5,4,5,5,4,10,9,9,11,8,10,10,10,10,10,10,8,10,10,8,8,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10
1302485453,1,59.2,Female,2,2,2,3,2,2,2,3,2,4,4,4,2,4,2,4,4,3,4,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10
1285656751,1,36.6,Female,2,2,3,4,2,3,3,3,2,2,4,5,4,5,5,5,5,4,5,11,10,8,11,10,10,11,10,10,11,11,10,10,9,10,11,11,11,11,10,11,11,11,11,11,11,9,11,9,11,11,11,11,11,11
1285496179,1,20.1,Female,2,3,3,3,3,3,2,5,4,4,4,4,4,5,5,3,4,4,3,11,10,11,11,10,11,9,10,10,9,10,10,9,10,10,8,10,10,8,9,10,10,10,11,10,10,10,10,10,10,11,9,10,11,11
1310001957,1,54.4,Female,1,1,1,1,1,1,1,3,4,5,3,5,1,4,4,3,5,4,2,11,11,11,11,11,9,9,9,9,9,10,10,10,10,10,9,9,9,9,9,11,10,10,10,11,10,10,10,11,10,9,10,11,10,11
1312646071,1,36.8,Female,2,2,3,3,2,3,3,1,1,3,5,5,3,3,1,3,3,3,3,11,11,11,11,11,11,11,11,11,11,8,8,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,10,9
1285542384,1,23.2,Female,3,3,3,2,3,2,2,4,4,5,5,4,2,5,3,3,3,5,4,9,10,9,9,9,10,9,9,8,8,8,8,8,8,7,9,9,9,9,8,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10
1302504311,1,53.5,Male,1,3,3,2,2,3,3,5,3,5,3,4,4,4,5,2,3,3,4,11,11,11,11,11,11,11,11,11,7,9,11,11,11,9,11,11,11,11,11,11,11,10,11,10,11,11,10,11,11,11,11,11,11,11
1305454884,1,33.7,Female,3,1,5,3,2,4,3,4,2,4,2,4,1,4,2,2,4,5,5,11,11,11,11,11,10,10,11,9,11,8,11,11,9,9,11,11,11,11,11,11,11,11,11,11,11,9,9,11,10,11,11,11,11,11
1302480532,1,32.9,Female,4,4,4,3,4,3,4,4,3,5,4,4,1,5,3,4,4,4,4,10,10,10,10,10,9,9,9,9,9,8,8,6,8,8,8,10,9,9,9,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9
1284592580,1,25.8,Male,1,1,1,1,1,1,1,1,1,3,2,4,1,3,1,3,3,4,2,9,9,9,9,9,10,10,10,9,8,7,8,9,9,9,9,8,9,7,8,9,9,9,8,10,10,9,8,10,9,10,10,10,10,10
1291623421,1,42.7,Female,4,3,4,3,3,3,4,3,1,3,1,5,3,5,4,4,5,5,4,11,7,9,11,11,11,11,9,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1312867597,1,56.6,Female,3,2,3,3,2,3,2,4,3,4,4,4,2,4,2,3,4,4,3,10,9,8,10,8,9,9,7,9,8,8,9,9,9,9,9,9,9,7,9,9,10,9,9,10,9,9,10,9,9,8,8,7,8,7
1300333687,1,36.1,Female,3,3,3,2,3,2,3,4,4,5,2,5,4,4,5,4,5,5,5,10,9,10,10,10,9,10,10,10,10,9,8,9,8,9,9,9,9,9,9,9,9,10,9,10,10,9,8,8,9,9,10,10,6,8
1317079393,1,41.7,Female,1,4,2,4,3,2,3,2,5,5,5,5,2,1,5,4,5,5,5,10,9,10,10,9,9,9,7,8,8,8,6,7,7,8,8,8,8,8,8,9,8,8,8,9,9,9,8,9,8,9,9,9,9,9
1286345084,1,18.6,Female,2,3,4,3,3,4,3,4,3,3,5,5,2,2,3,3,4,5,4,11,10,11,11,10,11,9,11,9,11,10,11,10,7,9,10,10,11,11,10,10,11,11,11,10,11,11,10,11,11,11,11,11,11,11
1285072256,1,18.7,Male,1,1,3,3,1,3,1,5,1,5,5,5,1,5,5,3,2,4,5,11,11,11,11,11,11,11,11,11,11,10,10,8,9,9,9,10,10,10,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1288329257,1,42.9,Female,4,3,4,4,3,4,3,3,2,3,4,5,1,5,2,2,5,5,5,11,10,11,11,11,10,11,10,11,10,6,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,11,10,9,11,9
1304030804,1,36.5,Female,3,1,3,3,2,2,2,5,4,5,5,5,1,5,3,3,4,3,4,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,8,10,9,8,10,9,9,10,8,9
1310170326,1,18.7,Male,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,6,7,7,7,6,7,7,6,7,8,8,7,7,7,8,7,7,8,7,9,9,9,9,9,6,7,7,7,7,6,8,7,7,6
1349357132,1,29.3,Female,4,2,4,4,2,4,2,1,2,4,4,4,2,5,4,2,2,2,2,11,11,10,8,11,10,11,11,11,10,10,10,10,11,11,9,9,10,10,9,9,10,10,9,10,10,9,11,10,10,10,9,10,7,10
1284939677,1,18.9,Female,1,1,3,4,1,2,2,1,1,1,2,3,2,3,2,2,2,4,4,11,11,11,11,11,9,10,9,9,9,9,10,10,9,9,9,10,9,9,9,9,9,10,10,9,9,10,7,8,9,9,11,9,11,9
1310244466,1,23.7,Female,2,4,4,4,3,4,4,5,5,5,5,5,3,5,2,4,5,5,5,11,8,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11
1285474231,1,20.5,Male,3,3,4,2,3,4,4,3,3,5,5,4,1,2,3,3,3,4,3,11,11,11,11,11,11,11,11,11,11,8,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11
1316783454,1,28.8,Male,3,3,4,4,4,4,3,3,2,4,4,4,2,5,3,4,4,3,2,6,6,6,7,8,8,9,8,8,9,7,7,8,9,8,8,9,9,8,8,7,9,9,8,8,9,6,8,7,7,7,7,7,8,7
1311501211,1,49.8,Male,1,1,2,1,1,1,2,3,5,5,4,5,1,4,4,5,4,2,4,11,11,11,11,11,9,11,11,9,11,11,11,9,11,11,11,11,11,10,11,9,11,9,11,9,11,11,8,9,9,11,11,10,11,9
1297097820,1,48.7,Male,3,3,3,4,2,1,1,2,4,4,1,5,2,5,1,3,4,3,4,11,11,11,11,11,10,9,7,10,9,9,9,10,10,8,11,11,11,11,11,10,10,10,10,11,10,10,10,10,8,10,10,10,10,10
1285631815,1,18.9,Female,2,4,5,3,3,4,4,1,1,3,4,5,2,1,3,4,5,5,5,11,9,11,10,10,11,10,6,10,10,9,9,9,9,8,9,9,10,9,9,10,10,10,9,10,10,11,9,10,9,9,8,9,9,9
1289510919,1,20.1,Female,4,3,2,3,3,3,3,5,4,3,5,5,2,3,5,4,4,5,5,10,8,10,11,10,9,11,10,9,10,8,10,9,9,10,7,10,11,9,10,11,9,10,9,11,10,10,9,8,9,9,10,10,8,9
1290623786,1,30.9,Female,3,2,3,2,2,3,2,3,2,4,3,4,3,3,2,2,3,4,2,9,7,7,9,8,8,6,5,7,8,6,6,6,6,5,5,7,7,6,6,7,7,6,7,7,8,7,6,7,7,7,7,8,7,6
1293717589,1,21.5,Female,2,3,4,4,2,2,1,2,5,5,5,5,1,5,5,4,4,5,4,11,10,11,11,11,11,11,11,11,11,8,11,10,11,11,9,11,9,11,10,8,11,11,11,9,11,10,10,11,11,11,10,8,11,9
1302582893,1,37.9,Female,2,1,3,3,2,3,2,4,2,5,4,5,2,4,5,5,5,4,5,11,11,11,11,11,7,10,11,8,11,10,11,10,11,11,10,11,11,10,10,11,11,11,11,11,11,8,11,9,10,10,11,10,11,11
1314180912,1,20.9,Female,2,2,3,5,2,3,2,2,2,5,4,5,1,5,5,5,5,5,5,10,9,9,9,9,10,10,10,10,10,11,9,11,10,10,7,10,10,10,8,10,9,11,9,10,10,11,10,11,11,10,9,11,7,10
1313969588,1,21.2,Male,2,2,2,2,1,1,2,4,3,4,4,4,1,4,4,4,4,3,3,8,8,7,8,7,7,7,6,7,6,5,5,7,6,7,6,8,8,9,9,7,7,7,7,7,7,7,5,7,6,8,7,7,5,7
1302498117,1,43.7,Female,3,2,1,1,2,3,1,1,4,5,5,5,1,5,5,4,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9
1317713877,1,32.1,Female,4,3,2,4,1,1,2,4,2,5,4,1,2,2,1,5,1,2,5,11,11,11,11,10,11,11,10,9,10,7,11,9,10,11,8,11,10,11,9,9,10,11,10,10,10,10,10,10,11,9,10,8,11,10
1312639412,1,36.9,Female,2,2,3,3,3,2,3,4,3,5,4,4,1,5,2,5,4,1,4,11,10,11,10,11,6,9,11,10,10,9,10,11,10,10,10,10,11,11,9,10,9,11,10,11,10,9,9,10,10,10,10,9,10,8
1302545191,1,52.8,Male,2,2,2,1,2,2,1,5,3,5,2,5,1,1,5,4,4,2,5,9,9,10,9,9,9,9,9,10,7,8,7,9,8,9,9,9,9,9,9,9,8,9,7,9,8,8,8,9,9,8,6,6,6,8
1288841723,1,18.4,Female,1,1,2,2,1,1,1,4,5,3,3,4,2,5,4,3,4,4,3,11,11,11,11,11,9,9,9,9,9,7,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1300343433,1,39.6,Female,3,2,5,4,3,3,3,4,2,3,4,2,2,5,5,4,3,5,4,6,6,8,8,6,7,8,6,8,8,8,8,8,6,8,6,7,6,6,7,9,7,8,9,9,9,9,8,8,8,7,9,8,9,7
1302292306,1,20.9,Male,3,3,3,2,3,3,3,5,2,2,5,5,2,5,2,4,4,3,5,9,4,9,8,8,6,7,6,7,7,6,6,6,7,7,7,7,9,8,7,8,8,8,7,7,8,7,7,8,8,9,8,6,7,8
1288880649,1,24.3,Female,1,1,1,3,1,1,1,2,4,5,3,3,1,3,5,4,4,4,5,11,11,7,11,9,11,11,9,11,8,8,11,11,11,11,10,10,8,10,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10
1287014994,1,19.6,Female,1,2,4,3,2,3,3,1,1,2,3,4,1,2,5,4,4,4,4,11,9,9,11,9,8,9,9,8,9,7,7,8,8,7,8,9,9,10,9,7,8,8,7,7,9,9,8,9,8,9,10,9,10,7
1316293486,1,25,Female,3,3,4,3,2,3,3,5,4,5,5,5,4,2,5,5,5,5,5,11,9,10,11,9,11,11,9,10,10,8,10,10,10,9,7,9,7,7,8,10,10,10,9,8,10,10,10,9,10,10,10,10,10,10
1300534457,1,38.5,Male,2,1,4,3,2,3,1,2,4,5,2,3,4,5,3,4,3,3,2,8,8,10,9,9,8,7,7,6,8,8,6,8,9,10,9,9,9,8,10,8,8,7,8,8,9,8,8,8,9,8,7,7,6,6
1294065100,1,37.6,Male,4,4,3,3,4,3,4,2,4,5,5,4,1,5,4,4,4,2,2,11,9,10,11,9,10,10,10,10,10,7,7,7,9,8,11,10,11,11,10,10,10,10,11,11,10,9,9,9,10,10,10,9,10,9
1285048837,1,21.9,Female,3,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,8,10,11,10,9,9,10,10,11,10,8,7,9,10,10,7,9,10,9,10,8,9,10,9,9,8,8,8,8,8,8,7,9,7,8
1302495988,1,35.9,Female,1,1,1,1,1,1,2,3,2,5,2,4,4,4,4,3,4,4,4,10,10,9,10,10,8,10,10,7,10,10,10,9,10,10,10,9,10,9,7,9,9,9,9,9,9,10,9,8,9,7,7,7,7,7
1295371346,1,20,Female,1,1,1,2,1,1,1,1,1,3,5,3,3,3,5,3,4,4,5,11,11,11,11,9,9,11,11,11,5,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1295977267,1,21.7,Male,2,2,3,2,2,2,3,2,4,4,4,4,4,3,2,3,3,3,4,9,9,9,8,8,9,8,9,9,8,7,8,7,7,7,5,7,7,8,6,7,8,7,7,8,7,8,6,7,9,6,9,9,5,8
1349359320,1,29.8,Female,4,4,3,3,5,3,3,4,2,5,4,4,2,1,2,2,2,1,2,10,11,7,10,11,8,8,8,8,8,8,8,8,8,8,10,10,11,11,10,10,10,10,11,10,10,10,9,10,10,10,10,10,10,10
1293694256,1,43.1,Female,1,1,1,3,1,1,1,3,3,5,3,3,2,4,3,4,3,4,3,7,5,6,6,6,3,4,3,4,4,2,3,2,3,2,4,3,4,4,4,5,4,4,4,4,5,4,4,5,3,5,5,4,4,4
1285669880,1,19.8,Female,1,1,2,3,1,1,1,1,1,5,3,4,1,3,3,3,1,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,7,11,9,11,11,11,11,11,11,11,7,11,11,11,11,11,11,11
1312834652,1,46.3,Male,2,3,3,3,2,3,3,2,3,3,4,4,2,4,3,2,2,2,3,10,5,9,10,10,9,9,9,7,9,9,9,9,9,9,7,8,7,9,8,7,9,9,9,9,8,7,6,7,7,8,10,8,8,8
1295532553,1,27.2,Female,1,3,3,4,2,4,3,4,3,4,5,5,3,5,2,4,3,3,5,10,9,9,10,10,9,8,8,9,7,9,10,10,9,9,7,9,8,8,8,10,8,8,9,9,10,10,6,8,10,11,11,10,11,10
1349357143,1,25.3,Female,3,4,4,3,4,4,4,2,4,4,5,5,2,5,5,4,3,4,5,11,10,11,10,9,8,7,10,8,7,11,11,11,11,10,10,11,11,9,11,10,11,11,11,11,11,10,11,9,11,10,11,11,9,11
1302578681,1,30.5,Female,2,2,3,3,3,4,3,1,4,4,2,5,1,1,3,2,4,4,4,10,8,11,11,9,9,11,11,9,8,11,11,11,11,11,11,10,10,11,11,9,10,10,11,10,6,10,11,10,8,10,8,10,11,9
1492607633,1,29.9,Female,1,1,3,4,2,4,2,1,5,5,1,5,2,5,2,5,5,5,5,11,10,11,11,11,11,11,11,11,11,7,11,11,11,8,11,8,9,10,11,11,11,11,11,11,11,11,11,11,11,9,8,10,7,10
1294499871,1,21.8,Male,4,4,5,3,4,4,4,2,4,5,5,5,3,4,4,4,3,5,5,10,8,9,10,8,10,11,9,8,7,8,5,8,8,9,9,9,10,10,8,10,9,8,8,9,10,7,6,9,10,9,9,9,10,8
1286956962,1,18.4,Female,1,2,3,4,1,3,2,3,5,5,5,5,1,5,3,3,5,5,5,11,10,9,11,10,10,9,11,10,9,10,5,11,11,8,10,11,8,11,9,10,10,8,9,9,11,11,9,10,11,11,10,10,10,10
1290006696,1,20.8,Female,4,2,3,3,2,2,4,4,5,5,5,5,4,3,5,3,5,5,5,9,8,10,10,9,10,10,7,10,8,7,8,5,10,9,7,10,8,10,8,10,10,9,9,10,10,8,9,10,10,10,9,9,7,10
1285110227,1,19.6,Female,1,1,2,3,1,2,2,2,3,4,4,3,2,2,4,4,4,3,4,7,7,9,10,8,10,10,8,8,7,7,10,9,10,7,7,8,10,9,6,8,9,9,7,10,7,9,9,8,10,7,8,9,9,6
1294212763,1,19.2,Female,2,2,4,4,5,4,5,4,5,4,3,5,4,5,3,4,2,5,5,10,8,9,9,10,9,10,11,10,7,7,6,10,10,10,10,10,9,9,7,7,10,9,8,8,10,11,9,9,10,9,9,7,10,8
1297742967,1,19,Female,2,2,4,4,2,4,4,5,3,5,5,5,2,2,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,7,7,7,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1301983258,1,23.6,Female,4,2,4,4,2,4,2,4,1,2,2,4,1,5,4,3,4,3,2,10,9,8,5,10,7,10,10,9,7,10,9,8,10,10,10,9,11,9,10,11,10,10,9,10,10,9,9,9,10,8,8,9,7,8
1316247156,1,57.9,Female,2,2,2,3,3,2,3,4,3,4,4,4,2,2,4,4,4,4,4,8,7,8,7,8,7,5,7,6,5,4,4,6,5,4,5,7,8,6,5,7,7,8,7,8,6,5,8,8,8,6,6,7,6,7
1288287943,1,18.5,Female,1,2,3,4,2,3,2,4,2,5,4,5,1,4,3,4,5,4,4,11,9,11,11,10,11,11,11,9,10,6,7,11,11,9,11,11,11,8,9,10,9,10,11,11,10,11,8,10,9,11,9,10,11,11
1301870880,1,56.3,Female,3,2,3,4,3,3,2,2,2,4,4,4,2,4,2,4,4,4,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7
1286141460,1,20.5,Male,2,2,4,4,2,3,3,5,3,1,5,3,1,5,3,3,5,3,5,10,7,8,6,9,8,9,8,7,7,7,4,6,6,4,7,7,8,7,5,7,6,6,7,7,6,7,8,8,7,7,8,8,8,9
1295754809,1,21.6,Female,5,5,5,2,4,5,5,5,4,5,5,5,4,4,4,5,5,5,5,11,11,11,11,11,11,11,11,11,11,10,9,8,8,10,11,8,9,8,11,9,7,7,8,8,10,9,10,10,10,11,10,10,10,11
1312679960,1,51.2,Male,2,1,2,2,1,3,2,4,3,3,2,2,1,3,1,1,1,1,3,7,7,10,7,9,8,7,7,7,6,5,5,7,3,7,8,8,7,5,7,7,7,7,9,8,8,6,5,8,7,7,6,7,7,6
1288507197,1,20.4,Female,3,3,4,4,4,5,3,2,1,5,4,5,2,4,5,3,3,4,5,10,8,7,9,11,9,11,9,11,9,6,7,9,8,9,7,7,7,8,8,9,9,8,9,8,9,8,9,7,9,8,9,6,6,7
